phase,mode,compressed,size,corpus,sample,open_us,read_us,total_us,archive_bytes
range,signed,true,8388608,pattern,7,7171.671,346.704,7534.675,284032
stream,encrypted,true,8388608,pattern,7,183.452,2810.226,3013.828,273792
stream,signed,true,8388608,pattern,7,6661.195,1858.003,8540.719,284032
range,plain,true,8388608,pattern,7,188.732,366.125,564.177,273792
whole,encrypted,true,8388608,pattern,7,173.523,8900.153,9110.596,273792
whole,plain,true,8388608,pattern,8,211.373,6462.102,6707.845,273792
stream,signed,true,8388608,pattern,8,6772.046,1924.834,8721.031,284032
whole,signed,false,8388608,pattern,8,15067.412,12307.736,29261.832,8673664
whole,encrypted,false,8388608,pattern,8,208.372,25135.350,28239.909,8659328
whole,plain,false,8388608,pattern,8,225.633,24549.512,26684.119,8659328
stream,plain,true,8388608,pattern,8,228.973,3436.214,3690.337,273792
stream,encrypted-signed,false,8388608,pattern,8,1036.393,16006.644,19012.112,8673664
stream,encrypted,false,8388608,pattern,8,203.502,18825.579,21003.546,8659328
range,encrypted,false,8388608,pattern,8,196.693,12734.901,14669.876,8659328
range,encrypted-signed,false,8388608,pattern,8,979.052,12506.299,15200.893,8673664
whole,signed,true,8388608,pattern,8,8499.248,9417.599,17952.048,284032
range,plain,true,8388608,pattern,8,210.072,463.096,683.378,273792
range,signed,false,8388608,pattern,8,15079.062,1032.213,16348.718,8673664
range,signed,true,8388608,pattern,8,6724.735,347.144,7085.010,284032
whole,encrypted,true,8388608,pattern,8,183.232,6504.383,6723.355,273792
range,encrypted,true,8388608,pattern,8,218.343,458.186,686.469,273792
stream,encrypted-signed,true,8388608,pattern,8,953.552,1960.175,2939.947,284032
range,encrypted-signed,true,8388608,pattern,8,939.922,382.384,1332.297,284032
whole,encrypted-signed,true,8388608,pattern,8,915.721,6529.563,7479.245,284032
stream,plain,false,8388608,pattern,8,199.173,10095.418,10568.705,8659328
range,plain,false,8388608,pattern,8,171.612,5088.785,5420.859,8659328
stream,encrypted,true,8388608,pattern,8,203.092,2054.566,2282.239,273792
stream,signed,false,8388608,pattern,8,15084.421,4707.910,20049.215,8673664
whole,encrypted-signed,false,8388608,pattern,8,971.122,20324.849,23734.442,8673664
range,encrypted,false,8388608,pattern,9,212.633,12679.751,14614.066,8659328
range,plain,true,8388608,pattern,9,224.213,2178.748,2416.851,273792
range,plain,false,8388608,pattern,9,153.812,7592.866,7941.471,8659328
stream,encrypted,false,8388608,pattern,9,173.223,13994.358,16076.165,8659328
whole,encrypted,true,8388608,pattern,9,226.753,11725.609,11994.433,273792
whole,encrypted-signed,false,8388608,pattern,9,982.863,20438.410,23921.304,8673664
range,encrypted,true,8388608,pattern,9,238.703,2269.589,2523.422,273792
