case,round,reader,phase,mode,compressed,size,corpus,sample,open_us,read_us,total_us,archive_bytes
signed/false/range,1,branch,range,signed,false,8388608,random,0,23920.497,1081.568,26000.562,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,1,18817.390,1055.908,21423.444,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,2,20263.155,1049.088,22849.519,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,3,20202.044,1055.308,22797.228,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,4,20056.051,1042.628,22625.205,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,5,20417.957,1050.798,23100.943,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,6,20603.511,1055.388,23253.456,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,7,20798.054,1055.418,23503.870,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,8,20724.302,1053.788,23586.741,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,9,20715.082,1058.978,23419.308,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,10,20668.522,1054.808,23387.788,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,11,20641.491,1050.578,23271.166,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,12,20608.131,1054.408,23355.597,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,13,20721.642,1057.188,23467.839,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,14,20948.686,1055.908,23684.433,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,15,20856.455,1072.558,23651.882,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,16,21371.583,1079.079,24212.692,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,17,20918.645,1059.809,23604.781,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,18,21363.623,1062.518,24115.520,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,19,21110.619,1071.838,23836.945,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,20,20903.805,1063.158,23586.831,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,21,21162.400,1068.028,23982.178,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,22,20961.617,1062.178,23801.965,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,23,21491.386,1063.248,24224.972,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,24,21245.271,1067.458,23972.617,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,25,20939.065,1049.108,23497.409,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,26,20863.385,1056.028,23546.480,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,27,21002.027,1059.338,23660.352,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,28,20952.827,1053.267,23550.301,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,29,20373.826,1048.348,22924.310,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,30,20161.863,1053.098,22706.826,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,31,20229.063,1047.858,22750.806,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,32,20398.986,1052.178,23023.001,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,33,20455.378,1052.468,23017.031,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,34,20522.469,1056.478,23217.555,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,35,20698.072,1052.978,23275.826,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,36,20085.971,1064.599,22772.147,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,37,20428.107,1049.788,23033.581,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,38,20586.699,1052.748,23280.265,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,39,20492.248,1046.088,23128.913,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,40,20524.599,1060.138,23168.194,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,41,20569.910,1057.088,23201.555,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,42,20581.790,1046.348,23281.916,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,43,20587.899,1047.468,23247.535,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,44,20512.789,1064.528,23203.865,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,45,20892.545,1052.298,23584.851,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,46,20757.353,1066.638,23508.160,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,47,20427.767,1049.028,23062.812,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,48,20764.953,1063.318,23516.969,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,49,21282.822,1085.158,24009.928,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,50,20602.350,1049.308,23218.505,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,51,20725.773,1047.238,23414.038,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,52,20432.507,1055.068,23144.603,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,53,20568.089,1059.488,23291.476,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,54,20216.764,1041.457,22716.386,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,55,20629.310,1057.188,23325.026,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,56,21508.125,1050.738,24189.281,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,57,20608.941,1051.587,23266.706,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,58,20408.607,1043.168,23033.972,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,59,20405.217,1043.628,23311.996,8673664
signed/false/range,1,branch,range,signed,false,8388608,random,60,21072.188,1048.908,23728.813,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,0,24597.658,1066.698,26720.534,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,1,20064.040,1066.708,22817.007,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,2,21080.348,1077.088,23808.994,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,3,21436.614,1079.088,24149.800,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,4,21466.955,1070.348,24189.881,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,5,21616.407,1075.399,24402.975,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,6,21353.912,1070.409,24064.148,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,7,21435.354,1086.388,24318.372,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,8,21884.381,1111.249,24620.708,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,9,21036.707,1073.018,23674.612,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,10,20803.683,1059.958,23470.988,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,11,20828.094,1055.588,23483.479,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,12,20703.021,1055.358,23321.055,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,13,20508.038,1092.448,23117.072,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,14,20261.164,1051.328,22898.019,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,15,20743.993,1058.688,23299.736,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,16,20316.375,1053.898,22856.828,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,17,20595.329,1067.338,23255.964,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,18,20759.432,1051.458,23379.757,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,19,20769.253,1065.848,23424.978,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,20,20606.230,1057.548,23224.274,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,21,21181.019,1081.059,24258.142,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,22,20957.126,1060.538,23632.611,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,23,20796.892,1062.048,23399.537,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,24,20783.783,1057.018,23369.316,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,25,20904.355,1058.548,23494.949,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,26,20681.901,1059.468,23354.156,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,27,21277.581,1062.988,24023.768,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,28,21132.839,1057.978,23772.524,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,29,21134.129,1061.318,23787.754,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,30,20752.592,1059.858,23347.336,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,31,20664.701,1064.528,23082.442,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,32,20419.897,1055.478,23068.252,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,33,20567.299,1058.408,23192.944,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,34,20553.059,1063.868,23167.883,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,35,20460.927,1064.818,23094.782,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,36,20286.904,1057.998,23150.393,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,37,21010.897,1064.018,23666.092,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,38,21217.371,1062.378,24036.158,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,39,20798.853,1065.118,23411.367,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,40,20599.359,1062.228,23194.223,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,41,20575.309,1072.698,23193.333,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,42,20400.536,1056.828,23012.000,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,43,20663.760,1064.788,23233.114,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,44,20855.684,1057.238,23472.889,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,45,20653.440,1057.428,23452.068,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,46,20750.183,1064.478,23356.537,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,47,20516.168,1065.448,23323.516,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,48,21493.135,1122.949,24473.666,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,49,21248.681,1060.068,23844.805,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,50,21096.058,1070.258,23711.192,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,51,21049.667,1061.788,23651.961,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,52,20712.721,1065.128,23389.196,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,53,20669.200,1065.928,23297.595,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,54,20616.480,1058.448,23171.654,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,55,20641.740,1060.208,23275.295,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,56,20698.281,1061.538,23332.676,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,57,20896.404,1061.668,23481.808,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,58,21583.117,1064.158,24210.401,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,59,20634.740,1061.918,23158.253,8673664
signed/false/range,2,branch,range,signed,false,8388608,random,60,20599.110,1068.448,23222.684,8673664
signed/false/range,3,main,range,signed,false,8388608,random,0,23674.052,1078.558,27594.508,8673664
signed/false/range,3,main,range,signed,false,8388608,random,1,19634.802,1059.548,23978.966,8673664
signed/false/range,3,main,range,signed,false,8388608,random,2,20561.438,1059.058,24982.283,8673664
signed/false/range,3,main,range,signed,false,8388608,random,3,21776.169,1054.398,26168.003,8673664
signed/false/range,3,main,range,signed,false,8388608,random,4,20407.366,1056.317,24775.660,8673664
signed/false/range,3,main,range,signed,false,8388608,random,5,20573.749,1054.648,24967.983,8673664
signed/false/range,3,main,range,signed,false,8388608,random,6,20604.339,1057.288,24996.903,8673664
signed/false/range,3,main,range,signed,false,8388608,random,7,20925.185,1076.298,25575.804,8673664
signed/false/range,3,main,range,signed,false,8388608,random,8,21596.906,1103.449,26729.723,8673664
signed/false/range,3,main,range,signed,false,8388608,random,9,22038.553,1075.069,26592.991,8673664
signed/false/range,3,main,range,signed,false,8388608,random,10,22297.568,1056.418,26992.078,8673664
signed/false/range,3,main,range,signed,false,8388608,random,11,21601.386,1076.799,26373.887,8673664
signed/false/range,3,main,range,signed,false,8388608,random,12,21797.219,1081.019,26724.813,8673664
signed/false/range,3,main,range,signed,false,8388608,random,13,22349.249,1086.789,27409.285,8673664
signed/false/range,3,main,range,signed,false,8388608,random,14,22394.339,1071.088,27349.433,8673664
signed/false/range,3,main,range,signed,false,8388608,random,15,22212.006,1087.229,27150.870,8673664
signed/false/range,3,main,range,signed,false,8388608,random,16,22327.709,1091.658,27365.774,8673664
signed/false/range,3,main,range,signed,false,8388608,random,17,22630.083,1082.079,27267.762,8673664
signed/false/range,3,main,range,signed,false,8388608,random,18,21392.233,1091.339,26408.828,8673664
signed/false/range,3,main,range,signed,false,8388608,random,19,22846.418,1113.298,28207.068,8673664
signed/false/range,3,main,range,signed,false,8388608,random,20,23075.281,1083.528,28286.139,8673664
signed/false/range,3,main,range,signed,false,8388608,random,21,23059.281,1090.188,28308.050,8673664
signed/false/range,3,main,range,signed,false,8388608,random,22,23352.336,1096.919,28697.917,8673664
signed/false/range,3,main,range,signed,false,8388608,random,23,23251.384,1085.499,28463.092,8673664
signed/false/range,3,main,range,signed,false,8388608,random,24,21145.958,1059.378,25553.363,8673664
signed/false/range,3,main,range,signed,false,8388608,random,25,21683.517,1098.179,27121.089,8673664
signed/false/range,3,main,range,signed,false,8388608,random,26,23654.721,1092.018,29064.833,8673664
signed/false/range,3,main,range,signed,false,8388608,random,27,23606.190,1096.559,28996.722,8673664
signed/false/range,3,main,range,signed,false,8388608,random,28,23170.333,1101.018,28489.113,8673664
signed/false/range,3,main,range,signed,false,8388608,random,29,22920.149,1077.708,28179.848,8673664
signed/false/range,3,main,range,signed,false,8388608,random,30,22936.658,1081.189,28246.508,8673664
signed/false/range,3,main,range,signed,false,8388608,random,31,23190.593,1105.789,28571.744,8673664
signed/false/range,3,main,range,signed,false,8388608,random,32,23086.861,1083.508,28386.561,8673664
signed/false/range,3,main,range,signed,false,8388608,random,33,22952.899,1094.069,28165.098,8673664
signed/false/range,3,main,range,signed,false,8388608,random,34,24256.141,1080.279,29641.073,8673664
signed/false/range,3,main,range,signed,false,8388608,random,35,23237.534,1094.198,28514.903,8673664
signed/false/range,3,main,range,signed,false,8388608,random,36,22969.829,1079.118,27541.366,8673664
signed/false/range,3,main,range,signed,false,8388608,random,37,21329.842,1078.588,26624.441,8673664
signed/false/range,3,main,range,signed,false,8388608,random,38,23052.571,1083.428,28257.239,8673664
signed/false/range,3,main,range,signed,false,8388608,random,39,23069.181,1077.849,28218.239,8673664
signed/false/range,3,main,range,signed,false,8388608,random,40,22852.687,1074.999,28043.415,8673664
signed/false/range,3,main,range,signed,false,8388608,random,41,23293.175,1079.178,28389.151,8673664
signed/false/range,3,main,range,signed,false,8388608,random,42,22970.939,1075.458,28063.245,8673664
signed/false/range,3,main,range,signed,false,8388608,random,43,22602.103,1091.748,28057.275,8673664
signed/false/range,3,main,range,signed,false,8388608,random,44,23052.120,1079.419,28170.747,8673664
signed/false/range,3,main,range,signed,false,8388608,random,45,23004.360,1132.229,28379.541,8673664
signed/false/range,3,main,range,signed,false,8388608,random,46,23309.985,1095.809,28547.814,8673664
signed/false/range,3,main,range,signed,false,8388608,random,47,22842.077,1079.259,27871.223,8673664
signed/false/range,3,main,range,signed,false,8388608,random,48,22480.111,1087.449,27560.127,8673664
signed/false/range,3,main,range,signed,false,8388608,random,49,22960.569,1093.998,28171.357,8673664
signed/false/range,3,main,range,signed,false,8388608,random,50,22856.437,1089.088,27890.612,8673664
signed/false/range,3,main,range,signed,false,8388608,random,51,22691.544,1073.628,27666.739,8673664
signed/false/range,3,main,range,signed,false,8388608,random,52,22866.658,1090.488,28143.907,8673664
signed/false/range,3,main,range,signed,false,8388608,random,53,23022.380,1104.728,28320.079,8673664
signed/false/range,3,main,range,signed,false,8388608,random,54,22977.109,1081.199,28275.119,8673664
signed/false/range,3,main,range,signed,false,8388608,random,55,22971.199,1081.068,28239.968,8673664
signed/false/range,3,main,range,signed,false,8388608,random,56,22955.949,1092.478,28144.307,8673664
signed/false/range,3,main,range,signed,false,8388608,random,57,22917.678,1081.089,28157.197,8673664
signed/false/range,3,main,range,signed,false,8388608,random,58,23002.579,1077.749,28291.529,8673664
signed/false/range,3,main,range,signed,false,8388608,random,59,23338.166,1077.808,28656.636,8673664
signed/false/range,3,main,range,signed,false,8388608,random,60,23306.064,1089.339,28615.654,8673664
plain/false/range,0,main,range,plain,false,8388608,random,0,595.840,14079.519,17509.977,8659328
plain/false/range,0,main,range,plain,false,8388608,random,1,267.455,11806.509,15604.404,8659328
plain/false/range,0,main,range,plain,false,8388608,random,2,234.274,11080.567,14172.290,8659328
plain/false/range,0,main,range,plain,false,8388608,random,3,225.624,10589.139,13829.984,8659328
plain/false/range,0,main,range,plain,false,8388608,random,4,221.023,10197.483,13271.674,8659328
plain/false/range,0,main,range,plain,false,8388608,random,5,211.793,10652.411,14115.839,8659328
plain/false/range,0,main,range,plain,false,8388608,random,6,253.754,10877.525,14237.701,8659328
plain/false/range,0,main,range,plain,false,8388608,random,7,242.344,10696.481,13795.313,8659328
plain/false/range,0,main,range,plain,false,8388608,random,8,225.663,10230.334,13329.745,8659328
plain/false/range,0,main,range,plain,false,8388608,random,9,231.264,11070.887,14808.720,8659328
plain/false/range,0,main,range,plain,false,8388608,random,10,272.805,12071.954,15924.909,8659328
plain/false/range,0,main,range,plain,false,8388608,random,11,280.165,12022.803,15779.437,8659328
plain/false/range,0,main,range,plain,false,8388608,random,12,249.094,11972.342,15421.201,8659328
plain/false/range,0,main,range,plain,false,8388608,random,13,274.525,10324.434,13412.027,8659328
plain/false/range,0,main,range,plain,false,8388608,random,14,212.164,10459.667,13587.971,8659328
plain/false/range,0,main,range,plain,false,8388608,random,15,229.054,10700.711,14061.788,8659328
plain/false/range,0,main,range,plain,false,8388608,random,16,257.485,11116.148,14411.544,8659328
plain/false/range,0,main,range,plain,false,8388608,random,17,234.274,10568.969,13830.624,8659328
plain/false/range,0,main,range,plain,false,8388608,random,18,232.143,10465.388,13539.919,8659328
plain/false/range,0,main,range,plain,false,8388608,random,19,217.354,10518.248,13656.201,8659328
plain/false/range,0,main,range,plain,false,8388608,random,20,219.624,10740.451,13929.485,8659328
plain/false/range,0,main,range,plain,false,8388608,random,21,269.274,10485.318,13675.101,8659328
plain/false/range,0,main,range,plain,false,8388608,random,22,264.694,10708.612,13813.713,8659328
plain/false/range,0,main,range,plain,false,8388608,random,23,210.274,10368.565,13385.437,8659328
plain/false/range,0,main,range,plain,false,8388608,random,24,220.094,10336.045,13355.636,8659328
plain/false/range,0,main,range,plain,false,8388608,random,25,223.424,10278.034,13338.186,8659328
plain/false/range,0,main,range,plain,false,8388608,random,26,215.653,10492.408,13608.740,8659328
plain/false/range,0,main,range,plain,false,8388608,random,27,196.804,10332.174,13250.805,8659328
plain/false/range,0,main,range,plain,false,8388608,random,28,237.044,10374.516,13457.448,8659328
plain/false/range,0,main,range,plain,false,8388608,random,29,219.864,10407.546,13799.684,8659328
plain/false/range,0,main,range,plain,false,8388608,random,30,198.933,10383.736,13415.217,8659328
plain/false/range,0,main,range,plain,false,8388608,random,31,244.474,10360.565,13441.417,8659328
plain/false/range,0,main,range,plain,false,8388608,random,32,239.834,10613.589,13741.812,8659328
plain/false/range,0,main,range,plain,false,8388608,random,33,229.914,10383.245,13716.702,8659328
plain/false/range,0,main,range,plain,false,8388608,random,34,273.965,10514.208,13851.235,8659328
plain/false/range,0,main,range,plain,false,8388608,random,35,219.554,10426.406,13435.627,8659328
plain/false/range,0,main,range,plain,false,8388608,random,36,234.364,10488.137,13552.289,8659328
plain/false/range,0,main,range,plain,false,8388608,random,37,286.064,10603.050,14065.098,8659328
plain/false/range,0,main,range,plain,false,8388608,random,38,286.855,11189.879,14921.563,8659328
plain/false/range,0,main,range,plain,false,8388608,random,39,272.365,11480.554,15210.497,8659328
plain/false/range,0,main,range,plain,false,8388608,random,40,261.985,11449.813,15187.787,8659328
plain/false/range,0,main,range,plain,false,8388608,random,41,249.884,10609.010,13697.012,8659328
plain/false/range,0,main,range,plain,false,8388608,random,42,220.824,10099.821,13455.188,8659328
plain/false/range,0,main,range,plain,false,8388608,random,43,243.604,10419.957,13557.970,8659328
plain/false/range,0,main,range,plain,false,8388608,random,44,235.374,10786.763,13816.134,8659328
plain/false/range,0,main,range,plain,false,8388608,random,45,242.994,10510.148,14016.368,8659328
plain/false/range,0,main,range,plain,false,8388608,random,46,265.975,10046.580,13079.091,8659328
plain/false/range,0,main,range,plain,false,8388608,random,47,237.254,10559.429,13629.141,8659328
plain/false/range,0,main,range,plain,false,8388608,random,48,239.294,10681.431,13743.822,8659328
plain/false/range,0,main,range,plain,false,8388608,random,49,270.375,10233.263,13289.105,8659328
plain/false/range,0,main,range,plain,false,8388608,random,50,272.835,10183.922,13502.349,8659328
plain/false/range,0,main,range,plain,false,8388608,random,51,273.525,11703.768,15494.233,8659328
plain/false/range,0,main,range,plain,false,8388608,random,52,280.625,11780.299,15553.393,8659328
plain/false/range,0,main,range,plain,false,8388608,random,53,282.405,11754.069,15440.411,8659328
plain/false/range,0,main,range,plain,false,8388608,random,54,283.045,11764.959,15431.691,8659328
plain/false/range,0,main,range,plain,false,8388608,random,55,256.785,11538.805,15131.746,8659328
plain/false/range,0,main,range,plain,false,8388608,random,56,258.944,11497.585,15086.405,8659328
plain/false/range,0,main,range,plain,false,8388608,random,57,273.755,11789.129,15498.802,8659328
plain/false/range,0,main,range,plain,false,8388608,random,58,286.134,11784.090,15529.303,8659328
plain/false/range,0,main,range,plain,false,8388608,random,59,272.955,11159.759,14432.594,8659328
plain/false/range,0,main,range,plain,false,8388608,random,60,247.834,11114.618,14855.421,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,0,580.580,11905.351,13617.850,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,1,228.123,11218.020,13317.375,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,2,283.055,11713.108,13817.284,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,3,269.055,11601.446,13747.263,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,4,306.996,11878.171,14032.548,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,5,273.735,10990.206,12705.005,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,6,210.303,10296.714,11972.612,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,7,249.434,11430.943,13216.503,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,8,233.034,10302.844,12031.293,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,9,221.234,10058.760,11926.582,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,10,275.415,11304.471,13049.251,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,11,222.354,10720.181,12873.068,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,12,253.425,11550.115,13503.639,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,13,213.194,11054.687,12840.387,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,14,305.925,10802.993,13129.412,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,15,223.933,10802.173,12540.461,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,16,256.404,10574.979,12451.121,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,17,260.355,10226.393,11973.183,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,18,243.564,10123.351,11918.552,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,19,245.754,10169.092,11945.472,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,20,228.003,10169.402,11956.322,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,21,236.484,10518.028,12359.249,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,22,244.804,10514.408,12451.610,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,23,233.844,10560.518,12435.790,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,24,280.714,10439.967,12379.379,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,25,271.044,10580.599,12481.901,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,26,238.064,10717.401,12620.624,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,27,251.784,10810.543,12650.384,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,28,240.864,10185.832,11965.992,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,29,228.103,10453.117,12295.237,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,30,245.774,10429.797,12152.746,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,31,258.424,10613.700,12433.770,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,32,267.024,10786.243,12544.902,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,33,263.284,10259.583,12008.713,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,34,242.364,10206.923,11873.701,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,35,258.464,10156.312,11866.951,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,36,218.444,10171.992,11839.220,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,37,235.184,10238.073,11989.483,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,38,242.814,10200.403,11930.852,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,39,226.604,10181.672,11924.742,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,40,237.584,10258.684,12008.743,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,41,235.834,10108.331,11842.460,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,42,217.374,10173.472,11822.530,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,43,220.004,10167.171,11844.730,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,44,256.224,10123.621,11827.509,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,45,237.994,10177.672,11982.663,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,46,248.514,10239.153,11943.702,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,47,248.824,10191.282,11936.731,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,48,270.724,10094.401,11818.230,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,49,247.614,10146.642,11860.311,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,50,256.334,10126.302,11912.482,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,51,261.004,10144.152,11891.861,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,52,242.454,10060.260,11736.358,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,53,227.634,10084.501,11726.449,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,54,217.984,10009.139,11650.907,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,55,243.904,9995.349,11671.527,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,56,235.784,9976.189,11621.267,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,57,244.914,10073.551,11757.359,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,58,244.914,10011.270,11639.747,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,59,240.534,10028.939,11706.018,8659328
plain/false/range,1,branch,range,plain,false,8388608,random,60,232.574,10071.720,11711.638,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,0,647.771,13798.953,15667.714,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,1,261.145,11642.296,13815.913,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,2,279.505,11447.743,13590.479,8659328
