case,round,reader,phase,mode,compressed,size,corpus,sample,open_us,read_us,total_us,archive_bytes
plain/false/range,2,branch,range,plain,false,8388608,random,3,239.514,11323.191,13323.545,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,4,251.525,11512.074,13672.181,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,5,240.424,11407.362,13362.565,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,6,265.865,11531.224,13621.310,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,7,263.144,11832.320,14003.036,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,8,264.014,11665.657,13665.010,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,9,232.184,11516.764,13588.519,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,10,267.694,11379.042,13175.092,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,11,211.974,10355.155,12410.000,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,12,270.915,11912.961,14024.297,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,13,287.565,11927.661,14085.117,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,14,289.215,11512.884,13670.591,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,15,285.585,11695.948,13840.004,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,16,266.024,11560.255,13676.240,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,17,268.174,11824.160,13925.495,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,18,277.694,11707.128,13852.953,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,19,253.264,10925.155,12777.006,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,20,258.585,10914.154,12645.964,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,21,223.524,10109.731,11831.560,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,22,217.033,10077.620,11823.619,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,23,261.485,11194.809,12990.510,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,24,217.334,10117.271,12155.975,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,25,279.625,11009.165,12784.326,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,26,214.094,10429.946,12066.284,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,27,211.994,10780.062,12733.255,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,28,260.084,11236.100,13259.774,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,29,267.185,11603.905,13585.419,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,30,252.274,11513.515,13623.640,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,31,273.144,11359.612,13393.466,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,32,264.425,11468.233,13502.798,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,33,272.844,11377.392,13466.537,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,34,265.094,11308.451,13344.655,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,35,281.515,11429.493,13482.118,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,36,255.884,11232.629,13234.523,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,37,258.725,11440.363,13464.248,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,38,267.655,11400.712,13592.130,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,39,289.435,11652.727,13712.362,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,40,246.164,10999.846,12934.808,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,41,290.665,11881.990,13997.136,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,42,272.094,11720.318,13946.785,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,43,253.064,11863.860,13889.704,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,44,270.394,11591.576,13664.230,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,45,279.815,11539.434,13584.599,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,46,275.934,11321.972,13478.707,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,47,293.405,11893.250,14026.197,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,48,283.065,11704.798,13803.953,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,49,300.455,11861.810,14023.767,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,50,288.615,11701.428,13910.415,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,51,296.085,11893.960,14024.286,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,52,289.125,11606.346,13640.080,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,53,259.154,11603.626,13731.501,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,54,261.834,11562.305,13705.541,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,55,268.724,11775.499,13981.426,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,56,273.915,11553.265,13588.370,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,57,279.045,11655.637,13706.441,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,58,272.675,11310.991,13252.564,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,59,278.685,11412.002,13458.057,8659328
plain/false/range,2,branch,range,plain,false,8388608,random,60,246.554,11235.320,13178.462,8659328
plain/false/range,3,main,range,plain,false,8388608,random,0,617.460,13223.303,16730.282,8659328
plain/false/range,3,main,range,plain,false,8388608,random,1,272.905,11631.046,15201.896,8659328
plain/false/range,3,main,range,plain,false,8388608,random,2,227.484,10482.907,13587.909,8659328
plain/false/range,3,main,range,plain,false,8388608,random,3,286.724,10769.582,13788.562,8659328
plain/false/range,3,main,range,plain,false,8388608,random,4,226.534,10173.382,13156.712,8659328
plain/false/range,3,main,range,plain,false,8388608,random,5,217.353,9969.788,12883.467,8659328
plain/false/range,3,main,range,plain,false,8388608,random,6,217.384,9933.617,13794.713,8659328
plain/false/range,3,main,range,plain,false,8388608,random,7,229.084,11293.970,15072.884,8659328
plain/false/range,3,main,range,plain,false,8388608,random,8,293.515,11713.907,15787.116,8659328
plain/false/range,3,main,range,plain,false,8388608,random,9,295.545,10684.720,13745.571,8659328
plain/false/range,3,main,range,plain,false,8388608,random,10,237.364,10795.182,13903.084,8659328
plain/false/range,3,main,range,plain,false,8388608,random,11,219.403,10338.885,13755.962,8659328
plain/false/range,3,main,range,plain,false,8388608,random,12,314.115,12977.029,16979.696,8659328
plain/false/range,3,main,range,plain,false,8388608,random,13,303.535,12813.546,16669.811,8659328
plain/false/range,3,main,range,plain,false,8388608,random,14,327.376,12188.815,16024.601,8659328
plain/false/range,3,main,range,plain,false,8388608,random,15,311.425,12046.884,15844.557,8659328
plain/false/range,3,main,range,plain,false,8388608,random,16,341.756,12222.056,15623.763,8659328
plain/false/range,3,main,range,plain,false,8388608,random,17,301.595,12160.575,16105.211,8659328
plain/false/range,3,main,range,plain,false,8388608,random,18,302.435,11975.512,15100.055,8659328
plain/false/range,3,main,range,plain,false,8388608,random,19,240.754,10043.540,12964.279,8659328
plain/false/range,3,main,range,plain,false,8388608,random,20,215.444,9831.106,12751.195,8659328
plain/false/range,3,main,range,plain,false,8388608,random,21,213.663,9905.527,12798.785,8659328
plain/false/range,3,main,range,plain,false,8388608,random,22,215.223,9855.606,12726.854,8659328
plain/false/range,3,main,range,plain,false,8388608,random,23,210.713,9844.536,12737.504,8659328
plain/false/range,3,main,range,plain,false,8388608,random,24,214.383,10094.721,13018.959,8659328
plain/false/range,3,main,range,plain,false,8388608,random,25,228.903,9856.477,12772.895,8659328
plain/false/range,3,main,range,plain,false,8388608,random,26,213.984,10079.350,12989.469,8659328
plain/false/range,3,main,range,plain,false,8388608,random,27,213.383,9822.166,12758.615,8659328
plain/false/range,3,main,range,plain,false,8388608,random,28,290.155,10046.790,13034.940,8659328
plain/false/range,3,main,range,plain,false,8388608,random,29,242.034,10145.152,13135.002,8659328
plain/false/range,3,main,range,plain,false,8388608,random,30,218.234,10144.751,13062.300,8659328
plain/false/range,3,main,range,plain,false,8388608,random,31,239.694,10179.122,13140.101,8659328
plain/false/range,3,main,range,plain,false,8388608,random,32,240.444,10012.849,12963.778,8659328
plain/false/range,3,main,range,plain,false,8388608,random,33,255.904,9845.056,12853.926,8659328
plain/false/range,3,main,range,plain,false,8388608,random,34,263.204,9941.538,12901.487,8659328
plain/false/range,3,main,range,plain,false,8388608,random,35,245.894,9876.626,12783.325,8659328
plain/false/range,3,main,range,plain,false,8388608,random,36,236.964,9961.078,12915.758,8659328
plain/false/range,3,main,range,plain,false,8388608,random,37,202.323,10031.739,13042.550,8659328
plain/false/range,3,main,range,plain,false,8388608,random,38,276.195,10480.597,13566.139,8659328
plain/false/range,3,main,range,plain,false,8388608,random,39,256.935,10457.076,13532.789,8659328
plain/false/range,3,main,range,plain,false,8388608,random,40,232.794,10504.387,13561.629,8659328
plain/false/range,3,main,range,plain,false,8388608,random,41,249.905,10484.726,13472.937,8659328
plain/false/range,3,main,range,plain,false,8388608,random,42,250.284,10160.291,13133.821,8659328
plain/false/range,3,main,range,plain,false,8388608,random,43,321.315,10263.963,13382.665,8659328
plain/false/range,3,main,range,plain,false,8388608,random,44,242.324,10126.181,13167.832,8659328
plain/false/range,3,main,range,plain,false,8388608,random,45,228.474,10107.461,13079.231,8659328
plain/false/range,3,main,range,plain,false,8388608,random,46,248.444,10304.274,13295.984,8659328
plain/false/range,3,main,range,plain,false,8388608,random,47,208.643,10163.552,13219.663,8659328
plain/false/range,3,main,range,plain,false,8388608,random,48,217.714,10173.381,13151.392,8659328
plain/false/range,3,main,range,plain,false,8388608,random,49,229.144,9971.078,12920.698,8659328
plain/false/range,3,main,range,plain,false,8388608,random,50,243.274,9952.167,12970.058,8659328
plain/false/range,3,main,range,plain,false,8388608,random,51,231.343,10075.730,13064.550,8659328
plain/false/range,3,main,range,plain,false,8388608,random,52,224.314,10043.079,13043.210,8659328
plain/false/range,3,main,range,plain,false,8388608,random,53,214.984,10060.820,13073.701,8659328
plain/false/range,3,main,range,plain,false,8388608,random,54,213.314,10159.511,13111.691,8659328
plain/false/range,3,main,range,plain,false,8388608,random,55,234.284,10245.392,13367.335,8659328
plain/false/range,3,main,range,plain,false,8388608,random,56,216.393,10359.575,13304.354,8659328
plain/false/range,3,main,range,plain,false,8388608,random,57,236.784,10083.580,13035.900,8659328
plain/false/range,3,main,range,plain,false,8388608,random,58,221.863,10245.553,13251.873,8659328
plain/false/range,3,main,range,plain,false,8388608,random,59,274.334,10299.624,13366.585,8659328
plain/false/range,3,main,range,plain,false,8388608,random,60,228.824,10297.344,13334.895,8659328
