phase,mode,compressed,size,corpus,sample,open_us,read_us,total_us,archive_bytes
range,encrypted-signed,true,8388608,random,0,1045.444,15497.283,19626.050,8669568
whole,signed,false,8388608,random,0,21874.891,15349.060,40734.780,8673664
range,encrypted-signed,false,8388608,random,0,1007.534,14079.813,18214.000,8673664
range,plain,false,8388608,random,0,250.713,10608.076,12428.760,8659328
range,signed,false,8388608,random,0,15811.037,1042.865,18950.090,8673664
stream,encrypted-signed,true,8388608,random,0,1083.674,17727.514,22688.311,8669568
stream,signed,false,8388608,random,0,21857.200,4701.215,28652.113,8673664
whole,encrypted,false,8388608,random,0,256.733,28424.611,33417.709,8659328
whole,plain,true,8388608,random,0,319.584,26995.001,31190.058,8659328
range,plain,true,8388608,random,0,300.285,10532.044,12423.631,8659328
stream,plain,false,8388608,random,0,243.733,10798.218,13146.500,8659328
stream,encrypted-signed,false,8388608,random,0,1097.875,17111.655,21932.021,8673664
range,signed,true,8388608,random,0,21652.628,1059.755,24845.382,8669568
whole,encrypted,true,8388608,random,0,318.835,28049.695,32932.033,8659328
stream,encrypted,true,8388608,random,0,588.218,24273.294,27488.498,8659328
stream,plain,true,8388608,random,0,358.715,14679.132,18213.000,8659328
whole,encrypted-signed,false,8388608,random,0,1230.127,32109.132,36943.878,8673664
stream,signed,true,8388608,random,0,21318.093,4822.187,28267.049,8669568
stream,encrypted,false,8388608,random,0,353.145,17493.021,21447.005,8659328
whole,encrypted-signed,true,8388608,random,0,1196.006,36908.908,43826.733,8669568
whole,signed,true,8388608,random,0,22444.898,17159.667,44152.707,8669568
range,encrypted,true,8388608,random,0,316.634,17195.597,20601.823,8659328
whole,plain,false,8388608,random,0,336.174,26354.663,30473.189,8659328
range,encrypted,false,8388608,random,0,256.533,15198.879,18921.540,8659328
range,encrypted-signed,true,8388608,random,0,1551.902,15248.540,19911.134,8669568
whole,signed,false,8388608,random,0,21729.059,15374.542,40680.010,8673664
range,encrypted-signed,false,8388608,random,0,1050.975,13395.634,17589.412,8673664
range,plain,false,8388608,random,0,345.594,10086.479,12037.615,8659328
range,signed,false,8388608,random,0,16867.122,1054.134,20118.277,8673664
stream,encrypted-signed,true,8388608,random,0,1190.916,17632.843,22459.109,8669568
stream,signed,false,8388608,random,0,21366.604,4793.846,28358.500,8673664
whole,encrypted,false,8388608,random,0,349.705,27980.415,32640.310,8659328
whole,plain,true,8388608,random,0,426.756,25739.604,30023.623,8659328
range,plain,true,8388608,random,0,318.734,10128.870,12124.607,8659328
stream,plain,false,8388608,random,0,426.916,11874.604,14443.389,8659328
stream,encrypted-signed,false,8388608,random,0,1074.045,17291.598,22009.364,8673664
range,signed,true,8388608,random,0,21131.031,1068.945,24378.165,8669568
whole,encrypted,true,8388608,random,0,384.945,27832.853,32485.477,8659328
stream,encrypted,true,8388608,random,0,659.240,26672.987,29982.113,8659328
stream,plain,true,8388608,random,0,396.765,15291.521,18813.639,8659328
whole,encrypted-signed,false,8388608,random,0,1207.047,33703.934,38865.046,8673664
stream,signed,true,8388608,random,0,22169.225,4712.705,29002.449,8669568
stream,encrypted,false,8388608,random,0,412.455,18285.062,22388.058,8659328
