phase,mode,compressed,size,corpus,sample,open_us,read_us,total_us,archive_bytes
stream,signed,true,8388608,pattern,8,7843.989,4956.583,12846.413,322944
whole,signed,false,8388608,pattern,8,15582.268,14649.115,33687.487,8673664
whole,encrypted,false,8388608,pattern,8,228.473,28644.063,33185.360,8659328
whole,plain,false,8388608,pattern,8,206.183,24859.004,28840.245,8659328
stream,plain,true,8388608,pattern,8,235.643,8213.774,8497.927,312704
stream,encrypted-signed,false,8388608,pattern,8,984.372,17431.841,26749.799,8673664
stream,encrypted,false,8388608,pattern,8,222.693,20561.030,24351.138,8659328
range,encrypted,false,8388608,pattern,8,222.913,14027.937,17298.889,8659328
range,encrypted-signed,false,8388608,pattern,8,1005.542,14110.299,18186.460,8673664
whole,signed,true,8388608,pattern,8,9371.749,12830.602,22252.962,322944
range,plain,true,8388608,pattern,8,218.043,1232.646,1475.259,312704
range,signed,false,8388608,pattern,8,15490.416,1033.924,18595.036,8673664
range,signed,true,8388608,pattern,8,7914.381,1146.574,9094.955,322944
whole,encrypted,true,8388608,pattern,8,219.553,9775.653,10036.577,312704
range,encrypted,true,8388608,pattern,8,240.303,1281.377,1544.380,312704
stream,encrypted-signed,true,8388608,pattern,8,983.513,5125.205,6151.328,322944
range,encrypted-signed,true,8388608,pattern,8,1007.172,1291.477,2328.179,322944
whole,encrypted-signed,true,8388608,pattern,8,943.082,9871.635,10859.538,322944
stream,plain,false,8388608,pattern,8,201.352,10455.672,12734.481,8659328
range,plain,false,8388608,pattern,8,193.723,5437.379,7181.451,8659328
stream,encrypted,true,8388608,pattern,8,240.913,5112.144,5391.218,312704
stream,signed,false,8388608,pattern,8,15673.079,4733.540,22501.155,8673664
whole,encrypted-signed,false,8388608,pattern,8,974.492,26070.440,31392.437,8673664
range,encrypted,false,8388608,pattern,9,228.783,14042.677,17388.300,8659328
range,plain,true,8388608,pattern,9,227.993,2648.994,2903.747,312704
range,plain,false,8388608,pattern,9,159.212,8113.132,9836.324,8659328
stream,encrypted,false,8388608,pattern,9,211.882,16272.416,20146.055,8659328
whole,encrypted,true,8388608,pattern,9,252.123,14306.622,14610.385,312704
whole,encrypted-signed,false,8388608,pattern,9,981.632,26390.614,31775.022,8673664
range,encrypted,true,8388608,pattern,9,262.643,2836.036,3130.739,312704
stream,signed,false,8388608,pattern,9,18919.679,4833.171,25900.607,8673664
whole,signed,true,8388608,pattern,9,8025.832,10617.344,18695.607,322944
stream,encrypted,true,8388608,pattern,9,234.773,5298.257,5571.861,312704
stream,encrypted-signed,true,8388608,pattern,9,1028.054,5473.029,6548.633,322944
range,encrypted-signed,false,8388608,pattern,9,991.042,11350.314,15635.218,8673664
range,signed,true,8388608,pattern,9,9735.144,1168.605,10968.979,322944
stream,signed,true,8388608,pattern,9,7982.901,6907.367,14952.949,322944
stream,encrypted-signed,false,8388608,pattern,9,1002.363,17911.276,22582.776,8673664
whole,plain,true,8388608,pattern,9,228.253,14252.370,14536.514,312704
range,signed,false,8388608,pattern,9,15793.970,1055.403,18975.260,8673664
whole,signed,false,8388608,pattern,9,15806.400,14690.906,34022.710,8673664
stream,plain,false,8388608,pattern,9,211.703,13535.241,15884.011,8659328
whole,plain,false,8388608,pattern,9,206.002,20680.082,24704.112,8659328
stream,plain,true,8388608,pattern,9,231.723,8067.562,8344.196,312704
whole,encrypted,false,8388608,pattern,9,211.673,27457.058,32055.966,8659328
range,encrypted-signed,true,8388608,pattern,9,1041.723,2822.336,3893.749,322944
whole,encrypted-signed,true,8388608,pattern,9,953.512,12807.303,13816.915,322944
whole,plain,false,8388608,pattern,10,200.442,20664.892,25027.687,8659328
stream,plain,false,8388608,pattern,10,208.913,14867.508,17188.358,8659328
range,encrypted,false,8388608,pattern,10,220.402,9936.126,13295.338,8659328
whole,encrypted,false,8388608,pattern,10,218.183,30081.991,34656.469,8659328
stream,encrypted-signed,true,8388608,pattern,10,1050.733,8317.415,9414.299,322944
range,plain,false,8388608,pattern,10,199.553,6643.264,8408.517,8659328
stream,encrypted-signed,false,8388608,pattern,10,977.393,16144.934,20779.323,8673664
whole,encrypted-signed,true,8388608,pattern,10,1042.413,14384.522,15482.976,322944
stream,encrypted,false,8388608,pattern,10,212.042,16018.803,19885.141,8659328
range,encrypted-signed,true,8388608,pattern,10,1036.743,2882.357,3971.920,322944
range,plain,true,8388608,pattern,10,204.822,1212.616,1438.488,312704
whole,signed,true,8388608,pattern,10,7807.879,12981.114,20850.824,322944
stream,signed,true,8388608,pattern,10,7899.120,5016.563,12968.144,322944
stream,plain,true,8388608,pattern,10,224.803,5302.867,5572.560,312704
range,signed,false,8388608,pattern,10,16260.206,1047.703,19481.047,8673664
range,encrypted,true,8388608,pattern,10,266.564,1328.116,1622.191,312704
whole,signed,false,8388608,pattern,10,15759.050,14546.394,33783.018,8673664
range,encrypted-signed,false,8388608,pattern,10,1001.003,12988.695,17098.817,8673664
whole,encrypted,true,8388608,pattern,10,245.654,14283.790,14577.335,312704
range,signed,true,8388608,pattern,10,7955.240,1168.245,9163.996,322944
whole,encrypted-signed,false,8388608,pattern,10,970.172,26501.046,31815.053,8673664
stream,signed,false,8388608,pattern,10,20190.356,4720.600,27032.783,8673664
stream,encrypted,true,8388608,pattern,10,249.634,5199.665,5490.780,312704
whole,plain,true,8388608,pattern,10,206.603,9560.551,9821.165,312704
