phase,mode,compressed,size,corpus,sample,open_us,read_us,total_us,archive_bytes
range,signed,true,8388608,pattern,4,8105.313,685.029,8826.612,322944
stream,encrypted-signed,false,8388608,pattern,4,1121.894,18471.794,21650.114,8673664
range,plain,true,8388608,pattern,4,350.804,2320.530,2693.224,312704
whole,signed,true,8388608,pattern,4,7831.550,11098.790,18987.381,322944
whole,plain,true,8388608,pattern,4,230.923,8325.565,8595.409,312704
stream,encrypted-signed,true,8388608,pattern,4,1120.645,3330.272,4484.187,322944
whole,signed,false,8388608,pattern,4,16191.555,12678.681,30868.871,8673664
whole,encrypted-signed,true,8388608,pattern,4,1014.533,11020.750,12079.263,322944
stream,encrypted-signed,true,8388608,pattern,5,1003.563,3380.722,4416.136,322944
whole,plain,true,8388608,pattern,5,207.163,7839.069,8087.693,312704
range,encrypted-signed,true,8388608,pattern,5,995.113,838.091,1846.194,322944
stream,plain,true,8388608,pattern,5,172.362,3193.611,3399.543,312704
range,encrypted,false,8388608,pattern,5,312.134,9149.316,11351.664,8659328
stream,encrypted-signed,false,8388608,pattern,5,1032.773,19186.544,22287.323,8673664
stream,plain,false,8388608,pattern,5,259.503,15667.509,16396.598,8659328
stream,encrypted,true,8388608,pattern,5,340.945,3281.241,3655.387,312704
stream,signed,true,8388608,pattern,5,7933.711,3144.040,11116.751,322944
whole,encrypted-signed,true,8388608,pattern,5,984.903,8055.702,9093.525,322944
range,encrypted,true,8388608,pattern,5,222.353,868.141,1102.994,312704
range,plain,true,8388608,pattern,5,224.363,721.069,955.492,312704
stream,signed,false,8388608,pattern,5,16455.859,4723.690,21560.864,8673664
range,encrypted-signed,false,8388608,pattern,5,1015.253,9215.037,12164.775,8673664
range,signed,true,8388608,pattern,5,9404.069,684.079,10129.959,322944
range,signed,false,8388608,pattern,5,18440.534,1029.453,19962.443,8673664
whole,plain,false,8388608,pattern,5,177.682,19283.825,21451.632,8659328
stream,encrypted,false,8388608,pattern,5,331.194,18402.103,20785.383,8659328
whole,encrypted,false,8388608,pattern,5,202.562,25577.055,28329.859,8659328
whole,encrypted,true,8388608,pattern,5,330.644,12496.918,12876.093,312704
range,plain,false,8388608,pattern,5,182.312,5528.200,5991.635,8659328
whole,signed,false,8388608,pattern,5,16356.567,12689.621,31079.104,8673664
whole,encrypted-signed,false,8388608,pattern,5,1117.594,25472.183,29131.709,8673664
whole,signed,true,8388608,pattern,5,9488.350,10921.029,20452.939,322944
stream,encrypted-signed,false,8388608,pattern,6,963.642,14405.913,17376.060,8673664
whole,plain,false,8388608,pattern,6,187.862,23428.677,25615.535,8659328
range,encrypted,true,8388608,pattern,6,335.014,835.191,1185.285,312704
range,encrypted-signed,false,8388608,pattern,6,920.022,11576.117,14412.693,8673664
stream,encrypted-signed,true,8388608,pattern,6,1125.854,5643.202,6811.226,322944
stream,signed,false,8388608,pattern,6,18442.303,4634.899,23325.645,8673664
stream,encrypted,true,8388608,pattern,6,221.363,3078.069,3323.842,312704
range,plain,false,8388608,pattern,6,173.922,5018.484,5380.198,8659328
whole,encrypted,true,8388608,pattern,6,209.243,7473.455,7722.828,312704
whole,encrypted-signed,false,8388608,pattern,6,955.812,20265.407,23591.879,8673664
stream,plain,false,8388608,pattern,6,224.472,14518.944,15080.681,8659328
range,plain,true,8388608,pattern,6,322.454,782.950,1118.144,312704
stream,encrypted,false,8388608,pattern,6,272.713,15100.882,17434.081,8659328
whole,signed,false,8388608,pattern,6,19886.222,12646.421,34356.476,8673664
stream,signed,true,8388608,pattern,6,7965.401,3827.648,11817.580,322944
whole,encrypted-signed,true,8388608,pattern,6,980.792,9855.935,10876.118,322944
range,signed,false,8388608,pattern,6,15023.061,1021.053,16264.867,8673664
range,signed,true,8388608,pattern,6,7720.138,668.498,8402.526,322944
range,encrypted,false,8388608,pattern,6,165.622,8227.304,10145.368,8659328
range,encrypted-signed,true,8388608,pattern,6,991.253,2186.387,3190.290,322944
whole,signed,true,8388608,pattern,6,7639.797,10330.861,18013.318,322944
whole,encrypted,false,8388608,pattern,6,200.192,20266.917,22878.560,8659328
stream,plain,true,8388608,pattern,6,229.353,5460.050,5718.593,312704
whole,plain,true,8388608,pattern,6,194.203,10180.679,10419.013,312704
whole,plain,false,8388608,pattern,7,189.563,18083.309,20224.417,8659328
whole,encrypted-signed,false,8388608,pattern,7,1001.633,24198.587,27643.251,8673664
whole,encrypted,false,8388608,pattern,7,211.223,25272.280,27875.444,8659328
range,encrypted-signed,true,8388608,pattern,7,1030.503,2316.999,3362.712,322944
whole,signed,true,8388608,pattern,7,7770.379,10621.835,18430.364,322944
stream,plain,false,8388608,pattern,7,196.842,10172.119,10650.835,8659328
whole,plain,true,8388608,pattern,7,197.583,7474.354,7707.148,312704
range,signed,false,8388608,pattern,7,15149.763,1040.193,16404.689,8673664
stream,plain,true,8388608,pattern,7,179.632,3125.030,3328.882,312704
range,encrypted,false,8388608,pattern,7,182.082,8342.156,10301.710,8659328
stream,encrypted-signed,true,8388608,pattern,7,1010.233,5456.959,6494.562,322944
stream,encrypted,false,8388608,pattern,7,192.812,16177.505,18278.181,8659328
range,encrypted-signed,false,8388608,pattern,7,970.282,12691.501,15408.355,8673664
stream,encrypted-signed,false,8388608,pattern,7,966.712,18218.871,21100.467,8673664
range,plain,false,8388608,pattern,7,190.672,9525.351,9940.056,8659328
stream,signed,false,8388608,pattern,7,15401.885,4796.091,20540.530,8673664
whole,encrypted-signed,true,8388608,pattern,7,1027.593,8037.812,9109.105,322944
range,encrypted,true,8388608,pattern,7,239.543,855.771,1106.864,312704
whole,signed,false,8388608,pattern,7,15635.609,12813.562,30433.206,8673664
range,signed,true,8388608,pattern,7,7985.431,677.199,8677.390,322944
stream,encrypted,true,8388608,pattern,7,197.543,3957.920,4175.893,312704
stream,signed,true,8388608,pattern,7,7801.969,2965.858,10790.887,322944
range,plain,true,8388608,pattern,7,193.912,722.879,928.531,312704
whole,encrypted,true,8388608,pattern,7,194.112,9951.397,10184.549,312704
whole,plain,true,8388608,pattern,8,209.222,7481.395,7724.888,312704
stream,signed,true,8388608,pattern,8,7882.400,3004.548,10912.218,322944
whole,signed,false,8388608,pattern,8,15102.462,12787.472,29916.069,8673664
whole,encrypted,false,8388608,pattern,8,230.223,24354.219,27080.134,8659328
whole,plain,false,8388608,pattern,8,210.403,23153.944,25358.892,8659328
stream,plain,true,8388608,pattern,8,238.043,4177.313,4453.786,312704
stream,encrypted-signed,false,8388608,pattern,8,986.022,16493.430,19445.817,8673664
stream,encrypted,false,8388608,pattern,8,205.383,19454.147,21535.363,8659328
range,encrypted,false,8388608,pattern,8,190.582,12828.393,14893.189,8659328
range,encrypted-signed,false,8388608,pattern,8,989.452,12949.964,15794.910,8673664
whole,signed,true,8388608,pattern,8,9383.339,10592.725,20013.084,322944
range,plain,true,8388608,pattern,8,219.543,804.720,1035.643,312704
range,signed,false,8388608,pattern,8,15440.726,1040.903,16822.904,8673664
range,signed,true,8388608,pattern,8,7863.220,676.089,8553.169,322944
whole,encrypted,true,8388608,pattern,8,190.443,7718.087,7950.171,312704
range,encrypted,true,8388608,pattern,8,229.012,815.941,1056.993,312704
stream,encrypted-signed,true,8388608,pattern,8,982.652,3121.340,4129.072,322944
range,encrypted-signed,true,8388608,pattern,8,985.703,740.539,1737.812,322944
whole,encrypted-signed,true,8388608,pattern,8,920.072,7741.578,8695.041,322944
stream,plain,false,8388608,pattern,8,186.973,10741.376,11342.104,8659328
range,plain,false,8388608,pattern,8,184.582,5433.079,5836.924,8659328
stream,encrypted,true,8388608,pattern,8,225.013,3218.831,3471.264,312704
stream,signed,false,8388608,pattern,8,15568.867,4757.091,20621.671,8673664
whole,encrypted-signed,false,8388608,pattern,8,970.372,21176.319,24645.753,8673664
range,encrypted,false,8388608,pattern,9,214.533,12984.315,15097.742,8659328
range,plain,true,8388608,pattern,9,235.583,2281.499,2537.433,312704
range,plain,false,8388608,pattern,9,170.142,8228.315,8655.400,8659328
stream,encrypted,false,8388608,pattern,9,192.452,14251.231,16404.458,8659328
whole,encrypted,true,8388608,pattern,9,234.333,12961.365,13235.058,312704
whole,encrypted-signed,false,8388608,pattern,9,988.373,21644.874,25393.672,8673664
range,encrypted,true,8388608,pattern,9,276.844,2358.349,2652.734,312704
stream,signed,false,8388608,pattern,9,18049.189,4697.269,23000.502,8673664
whole,signed,true,8388608,pattern,9,7879.330,7487.775,15406.456,322944
stream,encrypted,true,8388608,pattern,9,222.563,3212.931,3461.924,312704
stream,encrypted-signed,true,8388608,pattern,9,994.932,3006.039,4021.601,322944
range,encrypted-signed,false,8388608,pattern,9,930.742,8523.158,11322.844,8673664
range,signed,true,8388608,pattern,9,9362.098,695.339,10093.988,322944
stream,signed,true,8388608,pattern,9,7795.259,3978.851,11812.050,322944
stream,encrypted-signed,false,8388608,pattern,9,976.192,16502.559,19555.038,8673664
whole,plain,true,8388608,pattern,9,218.372,12461.258,12730.291,312704
range,signed,false,8388608,pattern,9,15871.401,1040.533,17315.409,8673664
whole,signed,false,8388608,pattern,9,15781.780,12753.592,30471.757,8673664
stream,plain,false,8388608,pattern,9,208.203,13654.693,14246.511,8659328
whole,plain,false,8388608,pattern,9,186.172,19266.874,21692.135,8659328
stream,plain,true,8388608,pattern,9,259.643,4778.271,5084.284,312704
whole,encrypted,false,8388608,pattern,9,222.523,23694.840,26395.515,8659328
range,encrypted-signed,true,8388608,pattern,9,1029.304,2309.219,3354.383,322944
whole,encrypted-signed,true,8388608,pattern,9,930.412,10622.025,11588.127,322944
whole,plain,false,8388608,pattern,10,185.122,18209.891,20254.397,8659328
stream,plain,false,8388608,pattern,10,196.722,13197.247,13666.363,8659328
range,encrypted,false,8388608,pattern,10,182.753,8392.596,10442.193,8659328
whole,encrypted,false,8388608,pattern,10,202.882,24761.564,27356.357,8659328
stream,encrypted-signed,true,8388608,pattern,10,1025.053,5522.080,6575.184,322944
range,plain,false,8388608,pattern,10,170.712,7246.432,7615.037,8659328
stream,encrypted-signed,false,8388608,pattern,10,937.262,13981.398,16866.414,8673664
whole,encrypted-signed,true,8388608,pattern,10,1009.783,12242.465,13292.439,322944
stream,encrypted,false,8388608,pattern,10,200.283,13879.796,15981.053,8659328
range,encrypted-signed,true,8388608,pattern,10,991.623,2232.478,3238.901,322944
range,plain,true,8388608,pattern,10,178.342,716.029,904.581,312704
whole,signed,true,8388608,pattern,10,7798.649,10724.526,18567.816,322944
stream,signed,true,8388608,pattern,10,7869.390,3008.118,10904.159,322944
stream,plain,true,8388608,pattern,10,191.313,2965.158,3175.231,312704
range,signed,false,8388608,pattern,10,15120.792,1032.883,16364.878,8673664
range,encrypted,true,8388608,pattern,10,207.903,740.939,959.762,312704
whole,signed,false,8388608,pattern,10,14946.649,13451.841,30507.146,8673664
range,encrypted-signed,false,8388608,pattern,10,1008.673,11871.051,14810.198,8673664
whole,encrypted,true,8388608,pattern,10,254.583,12545.089,12842.143,312704
range,signed,true,8388608,pattern,10,7996.911,692.929,8715.390,322944
whole,encrypted-signed,false,8388608,pattern,10,944.642,21510.072,24984.887,8673664
stream,signed,false,8388608,pattern,10,20209.137,4811.621,25361.312,8673664
stream,encrypted,true,8388608,pattern,10,239.303,3297.962,3568.675,312704
whole,plain,true,8388608,pattern,10,205.422,7903.450,8150.323,312704
