corpus,size,level,repeat,strategy,fast_selected,stored_bytes,encode_us,decode_us
text,1048576,1,2,fast,true,164,5301.030,686.910
text,1048576,1,3,sampled,false,169,417.606,1148.067
text,1048576,1,3,numeric,false,169,68.701,1095.357
text,1048576,1,3,fast,true,164,5310.030,728.551
text,1048576,1,3,dual,true,164,6215.453,456.947
text,1048576,1,4,numeric,false,169,80.801,1127.007
text,1048576,1,4,fast,true,164,5241.469,684.410
text,1048576,1,4,dual,true,164,6148.533,459.097
text,1048576,1,4,sampled,false,169,422.086,1125.087
text,1048576,1,5,fast,true,164,5345.030,687.701
text,1048576,1,5,dual,true,164,6135.952,461.147
text,1048576,1,5,sampled,false,169,429.347,1134.087
text,1048576,1,5,numeric,false,169,67.781,1089.847
text,1048576,1,6,dual,true,164,5797.538,455.367
text,1048576,1,6,sampled,false,169,420.007,1124.677
text,1048576,1,6,numeric,false,169,68.211,1093.217
text,1048576,1,6,fast,true,164,5318.510,679.891
text,1048576,1,7,sampled,false,169,420.926,1132.397
text,1048576,1,7,numeric,false,169,68.061,1114.697
text,1048576,1,7,fast,true,164,5371.651,686.560
text,1048576,1,7,dual,true,164,6165.953,454.697
random,1048576,1,1,fast,true,1048610,662.550,678.080
random,1048576,1,1,dual,false,1048610,2248.924,975.355
random,1048576,1,1,sampled,false,1048610,303.415,973.695
random,1048576,1,1,numeric,false,1048610,159.232,961.505
random,1048576,1,2,dual,false,1048610,1850.188,980.265
random,1048576,1,2,sampled,false,1048610,294.695,966.534
random,1048576,1,2,numeric,false,1048610,154.073,970.664
random,1048576,1,2,fast,true,1048610,655.370,662.760
random,1048576,1,3,sampled,false,1048610,617.750,1010.655
random,1048576,1,3,numeric,false,1048610,151.012,970.945
random,1048576,1,3,fast,true,1048610,666.390,666.180
random,1048576,1,3,dual,false,1048610,2194.533,969.825
random,1048576,1,4,numeric,false,1048610,157.653,969.744
random,1048576,1,4,fast,true,1048610,655.060,664.490
random,1048576,1,4,dual,false,1048610,2188.753,975.435
random,1048576,1,4,sampled,false,1048610,294.185,968.034
random,1048576,1,5,fast,true,1048610,657.690,664.510
random,1048576,1,5,dual,false,1048610,2211.434,978.305
random,1048576,1,5,sampled,false,1048610,293.534,992.175
random,1048576,1,5,numeric,false,1048610,149.593,972.414
random,1048576,1,6,dual,false,1048610,1838.227,972.994
random,1048576,1,6,sampled,false,1048610,288.554,966.515
random,1048576,1,6,numeric,false,1048610,149.072,965.985
random,1048576,1,6,fast,true,1048610,666.160,666.560
random,1048576,1,7,sampled,false,1048610,639.829,1073.106
random,1048576,1,7,numeric,false,1048610,149.042,962.425
random,1048576,1,7,fast,true,1048610,660.280,665.910
random,1048576,1,7,dual,false,1048610,2189.313,974.825
mixed,1048576,1,1,fast,true,526561,28680.503,755.891
mixed,1048576,1,1,dual,true,526561,30504.940,563.859
mixed,1048576,1,1,sampled,false,532818,804.293,1187.507
mixed,1048576,1,1,numeric,false,532818,493.937,1157.028
mixed,1048576,1,2,dual,true,526561,30051.854,579.529
mixed,1048576,1,2,sampled,false,532818,816.483,1198.468
mixed,1048576,1,2,numeric,false,532818,499.318,1155.887
mixed,1048576,1,2,fast,true,526561,28821.785,760.751
mixed,1048576,1,3,sampled,false,532818,831.863,1207.028
mixed,1048576,1,3,numeric,false,532818,487.707,1136.857
mixed,1048576,1,3,fast,true,526561,28546.431,776.421
mixed,1048576,1,3,dual,true,526561,30664.763,578.769
mixed,1048576,1,4,numeric,false,532818,640.000,1196.218
mixed,1048576,1,4,fast,true,526561,28956.377,737.331
mixed,1048576,1,4,dual,true,526561,30663.533,554.078
mixed,1048576,1,4,sampled,false,532818,797.092,1181.478
mixed,1048576,1,5,fast,true,526561,28952.207,768.651
mixed,1048576,1,5,dual,true,526561,30325.488,595.189
mixed,1048576,1,5,sampled,false,532818,797.333,1189.017
mixed,1048576,1,5,numeric,false,532818,493.007,1152.338
mixed,1048576,1,6,dual,true,526561,29963.623,557.388
mixed,1048576,1,6,sampled,false,532818,799.962,1181.988
mixed,1048576,1,6,numeric,false,532818,490.788,1140.957
mixed,1048576,1,6,fast,true,526561,28681.982,736.462
mixed,1048576,1,7,sampled,false,532818,794.892,1185.708
mixed,1048576,1,7,numeric,false,532818,490.237,1148.238
mixed,1048576,1,7,fast,true,526561,28642.093,744.431
mixed,1048576,1,7,dual,true,526561,31565.796,701.571
pattern-prefix,1048576,1,1,fast,true,787263,1073.226,683.330
pattern-prefix,1048576,1,1,dual,true,787263,2394.896,506.448
pattern-prefix,1048576,1,1,sampled,false,788338,654.440,1138.927
pattern-prefix,1048576,1,1,numeric,false,788338,186.272,1032.936
pattern-prefix,1048576,1,2,dual,true,787263,2069.382,520.928
pattern-prefix,1048576,1,2,sampled,false,788338,645.089,1078.237
pattern-prefix,1048576,1,2,numeric,false,788338,172.873,1076.816
pattern-prefix,1048576,1,2,fast,true,787263,1066.296,716.291
pattern-prefix,1048576,1,3,sampled,false,788338,644.090,1077.386
pattern-prefix,1048576,1,3,numeric,false,788338,175.662,1066.036
pattern-prefix,1048576,1,3,fast,true,787263,1056.376,676.570
pattern-prefix,1048576,1,3,dual,true,787263,2370.486,500.548
pattern-prefix,1048576,1,4,numeric,false,788338,404.436,1060.596
pattern-prefix,1048576,1,4,fast,true,787263,1078.936,679.331
pattern-prefix,1048576,1,4,dual,true,787263,2372.466,503.178
pattern-prefix,1048576,1,4,sampled,false,788338,640.330,1072.226
pattern-prefix,1048576,1,5,fast,true,787263,1054.756,674.610
pattern-prefix,1048576,1,5,dual,true,787263,2370.466,496.687
pattern-prefix,1048576,1,5,sampled,false,788338,639.610,1062.726
pattern-prefix,1048576,1,5,numeric,false,788338,175.993,1027.755
pattern-prefix,1048576,1,6,dual,true,787263,2020.450,540.958
pattern-prefix,1048576,1,6,sampled,false,788338,623.290,1065.486
pattern-prefix,1048576,1,6,numeric,false,788338,174.113,1021.515
pattern-prefix,1048576,1,6,fast,true,787263,1066.957,673.380
pattern-prefix,1048576,1,7,sampled,false,788338,695.431,1127.687
pattern-prefix,1048576,1,7,numeric,false,788338,192.793,1063.606
pattern-prefix,1048576,1,7,fast,true,787263,1103.297,692.420
pattern-prefix,1048576,1,7,dual,true,787263,2449.537,523.478
random-prefix,1048576,1,1,fast,true,263017,1966.480,850.153
random-prefix,1048576,1,1,dual,true,263017,2658.150,459.117
random-prefix,1048576,1,1,sampled,false,267296,582.839,1222.538
random-prefix,1048576,1,1,numeric,false,267296,234.124,1193.668
random-prefix,1048576,1,2,dual,true,263017,2835.063,450.106
random-prefix,1048576,1,2,sampled,false,267296,607.479,1196.838
random-prefix,1048576,1,2,numeric,false,267296,201.663,1182.338
random-prefix,1048576,1,2,fast,true,263017,1895.818,801.192
random-prefix,1048576,1,3,sampled,false,267296,529.878,1131.477
random-prefix,1048576,1,3,numeric,false,267296,203.783,1159.938
random-prefix,1048576,1,3,fast,true,263017,2024.290,824.782
random-prefix,1048576,1,3,dual,true,263017,2659.390,452.697
random-prefix,1048576,1,4,numeric,false,267296,250.414,1190.508
random-prefix,1048576,1,4,fast,true,263017,1936.619,802.343
random-prefix,1048576,1,4,dual,true,263017,2758.001,456.327
random-prefix,1048576,1,4,sampled,false,267296,568.959,1200.008
random-prefix,1048576,1,5,fast,true,263017,1938.879,823.093
random-prefix,1048576,1,5,dual,true,263017,2634.050,453.597
random-prefix,1048576,1,5,sampled,false,267296,564.069,1261.909
random-prefix,1048576,1,5,numeric,false,267296,205.013,1185.398
random-prefix,1048576,1,6,dual,true,263017,2693.081,453.717
random-prefix,1048576,1,6,sampled,false,267296,723.691,1385.571
random-prefix,1048576,1,6,numeric,false,267296,205.603,1148.738
random-prefix,1048576,1,6,fast,true,263017,1931.280,814.022
random-prefix,1048576,1,7,sampled,false,267296,501.767,1080.037
random-prefix,1048576,1,7,numeric,false,267296,194.493,1145.338
random-prefix,1048576,1,7,fast,true,263017,1942.029,800.092
random-prefix,1048576,1,7,dual,true,263017,2714.471,449.697
