corpus,size,level,repeat,strategy,fast_selected,stored_bytes,encode_us,decode_us
pattern-prefix,1048576,3,2,fast,true,787263,1058.936,685.821
pattern-prefix,1048576,3,3,sampled,false,788562,1903.679,670.660
pattern-prefix,1048576,3,3,numeric,false,788562,1350.671,669.190
pattern-prefix,1048576,3,3,fast,true,787263,1083.006,683.010
pattern-prefix,1048576,3,3,dual,true,787263,3432.642,505.408
pattern-prefix,1048576,3,4,numeric,false,788562,1650.585,672.590
pattern-prefix,1048576,3,4,fast,true,787263,1060.456,688.831
pattern-prefix,1048576,3,4,dual,true,787263,3387.361,506.777
pattern-prefix,1048576,3,4,sampled,false,788562,1899.239,693.580
pattern-prefix,1048576,3,5,fast,true,787263,1186.748,717.371
pattern-prefix,1048576,3,5,dual,true,787263,3653.665,571.529
pattern-prefix,1048576,3,5,sampled,false,788562,1919.029,714.261
pattern-prefix,1048576,3,5,numeric,false,788562,1407.401,707.611
pattern-prefix,1048576,3,6,dual,true,787263,4277.745,682.080
pattern-prefix,1048576,3,6,sampled,false,788562,2123.042,743.972
pattern-prefix,1048576,3,6,numeric,false,788562,1407.652,703.130
pattern-prefix,1048576,3,6,fast,true,787263,1092.196,702.401
pattern-prefix,1048576,3,7,sampled,false,788562,1945.449,692.451
pattern-prefix,1048576,3,7,numeric,false,788562,1429.912,685.340
pattern-prefix,1048576,3,7,fast,true,787263,1092.026,695.841
pattern-prefix,1048576,3,7,dual,true,787263,3431.122,524.098
random-prefix,1048576,3,1,fast,true,263017,1954.140,823.662
random-prefix,1048576,3,1,dual,true,263017,2748.152,453.756
random-prefix,1048576,3,1,sampled,false,267295,882.953,790.102
random-prefix,1048576,3,1,numeric,false,267295,466.007,774.892
random-prefix,1048576,3,2,dual,true,263017,2854.023,465.937
random-prefix,1048576,3,2,sampled,false,267295,877.503,851.073
random-prefix,1048576,3,2,numeric,false,267295,467.087,784.402
random-prefix,1048576,3,2,fast,true,263017,1925.939,819.122
random-prefix,1048576,3,3,sampled,false,267295,736.341,793.312
random-prefix,1048576,3,3,numeric,false,267295,472.168,802.872
random-prefix,1048576,3,3,fast,true,263017,1928.889,821.002
random-prefix,1048576,3,3,dual,true,263017,2750.382,452.867
random-prefix,1048576,3,4,numeric,false,267295,552.658,787.972
random-prefix,1048576,3,4,fast,true,263017,1970.440,833.852
random-prefix,1048576,3,4,dual,true,263017,2754.022,451.607
random-prefix,1048576,3,4,sampled,false,267295,893.524,796.562
random-prefix,1048576,3,5,fast,true,263017,1921.219,809.792
random-prefix,1048576,3,5,dual,true,263017,2784.753,444.926
random-prefix,1048576,3,5,sampled,false,267295,860.633,779.111
random-prefix,1048576,3,5,numeric,false,267295,452.757,769.642
random-prefix,1048576,3,6,dual,true,263017,2866.243,449.977
random-prefix,1048576,3,6,sampled,false,267295,874.963,778.052
random-prefix,1048576,3,6,numeric,false,267295,448.297,807.462
random-prefix,1048576,3,6,fast,true,263017,1909.459,804.942
random-prefix,1048576,3,7,sampled,false,267295,693.420,779.272
random-prefix,1048576,3,7,numeric,false,267295,453.637,772.952
random-prefix,1048576,3,7,fast,true,263017,1918.249,797.492
random-prefix,1048576,3,7,dual,true,263017,2726.421,438.417
