corpus,size,level,repeat,strategy,fast_selected,stored_bytes,encode_us,decode_us
pattern,1048576,3,1,fast,true,891,2411.427,648.430
pattern,1048576,3,1,dual,true,891,3551.773,397.906
pattern,1048576,3,1,sampled,false,6762,884.104,871.343
pattern,1048576,3,1,numeric,false,6762,436.756,871.974
pattern,1048576,3,2,dual,true,891,3176.138,393.416
pattern,1048576,3,2,sampled,false,6762,870.473,890.223
pattern,1048576,3,2,numeric,false,6762,451.647,878.314
pattern,1048576,3,2,fast,true,891,2294.565,642.239
pattern,1048576,3,3,sampled,false,6762,873.833,878.284
pattern,1048576,3,3,numeric,false,6762,441.367,878.183
pattern,1048576,3,3,fast,true,891,2354.066,645.630
pattern,1048576,3,3,dual,true,891,3484.333,395.886
pattern,1048576,3,4,numeric,false,6762,475.747,860.263
pattern,1048576,3,4,fast,true,891,2327.635,636.630
pattern,1048576,3,4,dual,true,891,3458.022,396.556
pattern,1048576,3,4,sampled,false,6762,868.253,861.403
pattern,1048576,3,5,fast,true,891,2257.794,640.860
pattern,1048576,3,5,dual,true,891,3417.141,398.256
pattern,1048576,3,5,sampled,false,6762,870.253,872.493
pattern,1048576,3,5,numeric,false,6762,429.337,869.553
pattern,1048576,3,6,dual,true,891,3108.747,400.956
pattern,1048576,3,6,sampled,false,6762,866.563,860.603
pattern,1048576,3,6,numeric,false,6762,429.067,884.493
pattern,1048576,3,6,fast,true,891,2311.115,643.910
pattern,1048576,3,7,sampled,false,6762,871.333,864.243
pattern,1048576,3,7,numeric,false,6762,433.397,887.023
pattern,1048576,3,7,fast,true,891,2324.145,639.020
pattern,1048576,3,7,dual,true,891,3605.494,396.366
zero,1048576,3,1,fast,true,42,705.201,711.161
zero,1048576,3,1,dual,true,42,1907.288,361.746
zero,1048576,3,1,sampled,true,42,770.642,717.010
zero,1048576,3,1,numeric,false,50,769.252,1544.273
zero,1048576,3,2,dual,true,42,1532.823,359.585
zero,1048576,3,2,sampled,true,42,794.722,722.921
zero,1048576,3,2,numeric,false,50,775.702,1510.393
zero,1048576,3,2,fast,true,42,460.077,606.649
zero,1048576,3,3,sampled,true,42,808.662,739.961
zero,1048576,3,3,numeric,false,50,804.873,1569.693
zero,1048576,3,3,fast,true,42,462.988,608.029
zero,1048576,3,3,dual,true,42,1896.268,354.095
zero,1048576,3,4,numeric,false,50,778.312,1503.413
zero,1048576,3,4,fast,true,42,471.727,605.249
zero,1048576,3,4,dual,true,42,1917.329,373.725
zero,1048576,3,4,sampled,true,42,769.012,745.321
zero,1048576,3,5,fast,true,42,716.841,719.331
zero,1048576,3,5,dual,true,42,1891.759,371.846
zero,1048576,3,5,sampled,true,42,773.502,718.511
zero,1048576,3,5,numeric,false,50,787.092,1515.853
zero,1048576,3,6,dual,true,42,1548.673,357.945
zero,1048576,3,6,sampled,true,42,788.282,719.331
zero,1048576,3,6,numeric,false,50,794.202,1521.003
zero,1048576,3,6,fast,true,42,449.277,609.119
zero,1048576,3,7,sampled,true,42,762.832,710.430
zero,1048576,3,7,numeric,false,50,775.562,1506.153
zero,1048576,3,7,fast,true,42,456.747,603.069
zero,1048576,3,7,dual,true,42,1908.299,377.195
text,1048576,3,1,fast,true,164,5103.287,678.261
text,1048576,3,1,dual,true,164,6115.782,460.307
text,1048576,3,1,sampled,false,168,652.520,775.381
text,1048576,3,1,numeric,false,168,265.104,764.412
text,1048576,3,2,dual,true,164,5716.736,455.517
text,1048576,3,2,sampled,false,168,662.850,768.662
text,1048576,3,2,numeric,false,168,260.664,775.892
text,1048576,3,2,fast,true,164,5062.367,677.970
text,1048576,3,3,sampled,false,168,676.360,765.801
text,1048576,3,3,numeric,false,168,259.204,766.442
text,1048576,3,3,fast,true,164,5118.137,687.450
text,1048576,3,3,dual,true,164,6045.392,457.237
text,1048576,3,4,numeric,false,168,313.824,762.972
text,1048576,3,4,fast,true,164,5115.958,691.720
text,1048576,3,4,dual,true,164,6093.862,456.637
text,1048576,3,4,sampled,false,168,655.460,769.082
text,1048576,3,5,fast,true,164,5093.447,686.571
text,1048576,3,5,dual,true,164,6118.032,454.467
text,1048576,3,5,sampled,false,168,665.850,767.302
text,1048576,3,5,numeric,false,168,263.454,778.431
text,1048576,3,6,dual,true,164,5725.506,458.627
text,1048576,3,6,sampled,false,168,660.180,774.402
text,1048576,3,6,numeric,false,168,263.704,764.271
text,1048576,3,6,fast,true,164,5132.058,692.200
text,1048576,3,7,sampled,false,168,654.250,766.332
text,1048576,3,7,numeric,false,168,263.433,785.882
text,1048576,3,7,fast,true,164,5104.127,679.401
text,1048576,3,7,dual,true,164,6066.931,457.097
random,1048576,3,1,fast,true,1048610,671.690,669.550
random,1048576,3,1,dual,false,1048609,2264.894,785.912
random,1048576,3,1,sampled,false,1048609,524.738,624.139
random,1048576,3,1,numeric,false,1048609,379.326,611.279
random,1048576,3,2,dual,false,1048609,1883.118,809.462
random,1048576,3,2,sampled,false,1048609,528.918,605.759
random,1048576,3,2,numeric,false,1048609,387.796,613.449
random,1048576,3,2,fast,true,1048610,687.990,765.812
random,1048576,3,3,sampled,false,1048609,914.853,628.000
random,1048576,3,3,numeric,false,1048609,379.476,630.009
random,1048576,3,3,fast,true,1048610,676.200,682.221
random,1048576,3,3,dual,false,1048609,2307.195,789.152
random,1048576,3,4,numeric,false,1048609,388.145,606.470
random,1048576,3,4,fast,true,1048610,662.510,683.350
random,1048576,3,4,dual,false,1048609,2260.744,792.011
random,1048576,3,4,sampled,false,1048609,535.348,606.840
random,1048576,3,5,fast,true,1048610,663.050,665.980
random,1048576,3,5,dual,false,1048609,2249.334,790.062
random,1048576,3,5,sampled,false,1048609,521.527,615.800
random,1048576,3,5,numeric,false,1048609,370.535,628.350
random,1048576,3,6,dual,false,1048609,1915.208,787.182
random,1048576,3,6,sampled,false,1048609,528.168,610.419
random,1048576,3,6,numeric,false,1048609,374.646,606.179
random,1048576,3,6,fast,true,1048610,670.120,672.821
random,1048576,3,7,sampled,false,1048609,886.983,634.540
random,1048576,3,7,numeric,false,1048609,372.376,630.609
random,1048576,3,7,fast,true,1048610,673.831,677.430
random,1048576,3,7,dual,false,1048609,2232.253,785.762
mixed,1048576,3,1,fast,true,526561,28978.408,740.991
mixed,1048576,3,1,dual,true,526561,31082.549,567.799
mixed,1048576,3,1,sampled,false,531641,1963.070,832.563
mixed,1048576,3,1,numeric,false,531641,1558.374,828.832
mixed,1048576,3,2,dual,true,526561,31254.062,585.019
mixed,1048576,3,2,sampled,false,531641,1745.786,831.923
mixed,1048576,3,2,numeric,false,531641,1613.834,866.833
mixed,1048576,3,2,fast,true,526561,28942.178,835.302
mixed,1048576,3,3,sampled,false,531641,1961.900,842.723
mixed,1048576,3,3,numeric,false,531641,1568.723,842.813
mixed,1048576,3,3,fast,true,526561,28937.197,855.023
mixed,1048576,3,3,dual,true,526561,31457.595,594.870
mixed,1048576,3,4,numeric,false,531641,1784.097,846.333
mixed,1048576,3,4,fast,true,526561,29459.835,853.543
mixed,1048576,3,4,dual,true,526561,32515.811,629.469
mixed,1048576,3,4,sampled,false,531641,1992.620,887.043
mixed,1048576,3,5,fast,true,526561,29650.748,874.133
mixed,1048576,3,5,dual,true,526561,32930.637,714.171
mixed,1048576,3,5,sampled,false,531641,1814.057,856.183
mixed,1048576,3,5,numeric,false,531641,1619.275,849.493
mixed,1048576,3,6,dual,true,526561,32674.604,642.619
mixed,1048576,3,6,sampled,false,531641,2085.652,930.974
mixed,1048576,3,6,numeric,false,531641,1606.895,871.263
mixed,1048576,3,6,fast,true,526561,28995.888,755.752
mixed,1048576,3,7,sampled,false,531641,1947.359,854.003
mixed,1048576,3,7,numeric,false,531641,1569.354,841.512
mixed,1048576,3,7,fast,true,526561,28684.973,749.871
mixed,1048576,3,7,dual,true,526561,31300.653,582.899
pattern-prefix,1048576,3,1,fast,true,787263,1063.986,677.020
pattern-prefix,1048576,3,1,dual,true,787263,3409.832,514.808
pattern-prefix,1048576,3,1,sampled,false,788562,1901.179,673.000
pattern-prefix,1048576,3,1,numeric,false,788562,1349.251,672.770
pattern-prefix,1048576,3,2,dual,true,787263,3020.425,525.588
pattern-prefix,1048576,3,2,sampled,false,788562,1897.809,670.160
pattern-prefix,1048576,3,2,numeric,false,788562,1350.870,674.251
