case,metric,padded_us,unpadded_us,paired_change_pct,low95_pct,high95_pct,pairs
encrypted/true/range,open,193.624,195.174,-1.774,-2.937,-0.027,25
encrypted/true/range,read,2506.754,2527.615,-0.239,-1.122,0.480,25
encrypted/true/range,total,2719.698,2736.938,-0.209,-1.343,0.566,25
