corpus,size,level,repeat,strategy,fast_selected,stored_bytes,encode_us,decode_us
pattern,1048576,3,1,fast,true,891,2591.569,420.906
pattern,1048576,3,1,dual,true,891,2983.905,191.323
pattern,1048576,3,1,sampled,false,6762,733.651,629.989
pattern,1048576,3,1,stream-default,true,6776,3321.330,397.906
pattern,1048576,3,1,stream-better,true,6776,3337.830,399.116
pattern,1048576,3,1,numeric-buffered,false,6762,384.056,356.795
pattern,1048576,3,1,numeric-min7,false,6762,343.785,346.095
pattern,1048576,3,1,numeric-lazy2,false,6134,433.447,334.675
pattern,1048576,3,1,numeric-ldm,false,6762,334.225,355.405
pattern,1048576,3,1,numeric-hash20,false,6762,634.680,352.265
pattern,1048576,3,1,numeric,false,6762,310.395,354.905
pattern,1048576,3,2,dual,true,891,2965.445,173.852
pattern,1048576,3,2,sampled,false,6762,731.991,358.495
pattern,1048576,3,2,stream-default,true,6776,3421.601,393.626
pattern,1048576,3,2,stream-better,true,6776,3294.570,384.365
pattern,1048576,3,2,numeric-buffered,false,6762,361.875,346.256
pattern,1048576,3,2,numeric-min7,false,6762,328.655,350.715
pattern,1048576,3,2,numeric-lazy2,false,6134,440.436,338.306
pattern,1048576,3,2,numeric-ldm,false,6762,334.575,347.425
pattern,1048576,3,2,numeric-hash20,false,6762,632.639,360.206
pattern,1048576,3,2,numeric,false,6762,305.804,367.026
pattern,1048576,3,2,fast,true,891,2495.748,241.093
pattern,1048576,3,3,sampled,false,6762,760.222,479.217
pattern,1048576,3,3,stream-default,true,6776,3848.307,408.597
pattern,1048576,3,3,stream-better,true,6776,3388.841,390.185
pattern,1048576,3,3,numeric-buffered,false,6762,359.375,352.585
pattern,1048576,3,3,numeric-min7,false,6762,323.525,358.805
pattern,1048576,3,3,numeric-lazy2,false,6134,433.007,329.195
pattern,1048576,3,3,numeric-ldm,false,6762,321.445,357.525
pattern,1048576,3,3,numeric-hash20,false,6762,611.060,347.145
pattern,1048576,3,3,numeric,false,6762,323.455,363.496
pattern,1048576,3,3,fast,true,891,2517.468,243.664
pattern,1048576,3,3,dual,true,891,3041.396,191.553
pattern,1048576,3,4,stream-default,true,6776,3376.251,381.526
pattern,1048576,3,4,stream-better,true,6776,3413.641,393.456
pattern,1048576,3,4,numeric-buffered,false,6762,372.095,358.956
pattern,1048576,3,4,numeric-min7,false,6762,355.455,357.766
pattern,1048576,3,4,numeric-lazy2,false,6134,467.927,341.095
pattern,1048576,3,4,numeric-ldm,false,6762,352.976,363.315
pattern,1048576,3,4,numeric-hash20,false,6762,735.331,353.265
pattern,1048576,3,4,numeric,false,6762,317.755,377.785
pattern,1048576,3,4,fast,true,891,2419.276,196.913
pattern,1048576,3,4,dual,true,891,3063.716,196.973
pattern,1048576,3,4,sampled,false,6762,737.771,365.925
pattern,1048576,3,5,stream-better,true,6776,3350.130,389.366
pattern,1048576,3,5,numeric-buffered,false,6762,360.185,346.125
pattern,1048576,3,5,numeric-min7,false,6762,329.945,349.335
pattern,1048576,3,5,numeric-lazy2,false,6134,450.807,330.765
pattern,1048576,3,5,numeric-ldm,false,6762,341.395,345.166
pattern,1048576,3,5,numeric-hash20,false,6762,666.480,351.695
pattern,1048576,3,5,numeric,false,6762,309.575,354.205
pattern,1048576,3,5,fast,true,891,2497.147,211.734
pattern,1048576,3,5,dual,true,891,2960.635,171.002
pattern,1048576,3,5,sampled,false,6762,719.771,355.935
pattern,1048576,3,5,stream-default,true,6776,3335.630,406.646
pattern,1048576,3,6,numeric-buffered,false,6762,377.896,358.835
pattern,1048576,3,6,numeric-min7,false,6762,345.505,345.495
pattern,1048576,3,6,numeric-lazy2,false,6134,444.527,331.475
pattern,1048576,3,6,numeric-ldm,false,6762,328.795,354.376
pattern,1048576,3,6,numeric-hash20,false,6762,664.360,355.185
pattern,1048576,3,6,numeric,false,6762,376.315,386.606
pattern,1048576,3,6,fast,true,891,2425.946,206.773
pattern,1048576,3,6,dual,true,891,3074.516,204.173
pattern,1048576,3,6,sampled,false,6762,765.591,386.466
pattern,1048576,3,6,stream-default,true,6776,3404.971,419.557
pattern,1048576,3,6,stream-better,true,6776,3296.609,385.416
pattern,1048576,3,7,numeric-min7,false,6762,369.636,390.586
pattern,1048576,3,7,numeric-lazy2,false,6134,444.967,341.815
pattern,1048576,3,7,numeric-ldm,false,6762,338.755,354.375
pattern,1048576,3,7,numeric-hash20,false,6762,625.920,354.915
pattern,1048576,3,7,numeric,false,6762,302.854,365.316
pattern,1048576,3,7,fast,true,891,2391.806,193.183
pattern,1048576,3,7,dual,true,891,2940.294,202.243
pattern,1048576,3,7,sampled,false,6762,737.571,352.505
pattern,1048576,3,7,stream-default,true,6776,3327.490,393.236
pattern,1048576,3,7,stream-better,true,6776,3371.280,382.006
pattern,1048576,3,7,numeric-buffered,false,6762,356.555,347.505
zero,1048576,3,1,fast,true,42,488.067,157.973
zero,1048576,3,1,dual,true,42,1281.929,155.382
zero,1048576,3,1,sampled,true,42,570.278,153.473
zero,1048576,3,1,stream-default,true,42,474.757,144.632
zero,1048576,3,1,stream-better,true,42,467.647,140.352
zero,1048576,3,1,numeric-buffered,false,50,524.598,1072.116
zero,1048576,3,1,numeric-min7,false,50,538.168,1062.316
zero,1048576,3,1,numeric-lazy2,false,49,1196.207,1079.857
zero,1048576,3,1,numeric-ldm,false,50,549.958,1062.226
zero,1048576,3,1,numeric-hash20,false,50,907.894,1096.766
zero,1048576,3,1,numeric,false,50,484.647,1171.068
zero,1048576,3,2,dual,true,42,1233.708,143.512
zero,1048576,3,2,sampled,true,42,548.339,130.252
zero,1048576,3,2,stream-default,true,42,455.787,122.772
zero,1048576,3,2,stream-better,true,42,501.137,126.022
zero,1048576,3,2,numeric-buffered,false,50,516.477,1020.476
zero,1048576,3,2,numeric-min7,false,50,512.308,1030.705
zero,1048576,3,2,numeric-lazy2,false,49,1180.578,1091.266
zero,1048576,3,2,numeric-ldm,false,50,501.667,1020.735
zero,1048576,3,2,numeric-hash20,false,50,780.441,1029.166
zero,1048576,3,2,numeric,false,50,484.067,1069.246
zero,1048576,3,2,fast,true,42,486.917,126.362
zero,1048576,3,3,sampled,true,42,556.288,137.202
zero,1048576,3,3,stream-default,true,42,474.157,122.992
zero,1048576,3,3,stream-better,true,42,471.807,124.132
zero,1048576,3,3,numeric-buffered,false,50,520.178,1041.965
zero,1048576,3,3,numeric-min7,false,50,539.088,1064.646
zero,1048576,3,3,numeric-lazy2,false,49,1169.668,1104.976
zero,1048576,3,3,numeric-ldm,false,50,520.688,1048.136
zero,1048576,3,3,numeric-hash20,false,50,850.343,1055.226
zero,1048576,3,3,numeric,false,50,513.497,1084.287
zero,1048576,3,3,fast,true,42,473.887,126.552
zero,1048576,3,3,dual,true,42,1206.668,127.702
